1305936000,1305937039,0.0
1305937039,1305937043,1.0
1305937043,1305937046,0.0
1305937046,1305937050,2.0
1305937050,1305937166,3.0
1305937166,1305937185,0.0
1305937185,1305937188,1.0
1305937188,1305940592,0.0
1305940592,1305940600,2.0
1305940600,1305940778,3.0
1305940778,1305940782,1.0
1305940782,1305951668,0.0
1305951668,1305951675,1.0
1305951675,1305951678,0.0
1305951678,1305951682,2.0
1305951682,1305951712,3.0
1305951712,1305951715,0.0
1305951715,1305951729,1.0
1305951729,1305951736,0.0
1305951736,1305951743,1.0
1305951743,1305951759,0.0
1305951759,1305951769,2.0
1305951769,1305951794,3.0
1305951794,1305951811,1.0
1305951811,1305951861,0.0
1305951861,1305951864,1.0
1305951864,1305951867,0.0
1305951867,1305951880,3.0
1305951880,1305951887,1.0
1305951887,1305952004,0.0
1305952004,1305952008,1.0
1305952008,1305952011,2.0
1305952011,1305952032,3.0
1305952032,1305952039,1.0
1305952039,1305975309,0.0
1305975309,1305975316,1.0
1305975316,1305975319,2.0
1305975319,1305975338,3.0
1305975338,1305975342,0.0
1305975342,1305975345,1.0
1305975345,1305977227,0.0
1305977227,1305977231,1.0
1305977231,1305977234,2.0
1305977234,1305977291,3.0
1305977291,1305977894,0.0
1305977894,1305977901,1.0
1305977901,1305978018,3.0
1305978018,1305978065,0.0
1305978065,1305978101,1.0
1305978101,1305978105,0.0
1305978105,1305978160,3.0
1305978160,1305979043,0.0
1305979043,1305979050,1.0
1305979050,1305981706,0.0
1305981706,1305981710,1.0
1305981710,1305981713,2.0
1305981713,1305981770,3.0
1305981770,1305982842,0.0
1305982842,1305982973,1.0
1305982973,1305983030,3.0
1305983030,1305983040,1.0
1305983040,1305991065,0.0
1305991065,1305991069,1.0
1305991069,1305991072,2.0
1305991072,1305991190,3.0
1305991190,1305991496,0.0
1305991496,1305991547,1.0
1305991547,1305991604,3.0
1305991604,1305991621,0.0
1305991621,1305991649,1.0
1305991649,1305991652,2.0
1305991652,1305991709,3.0
1305991709,1305991713,0.0
1305991713,1305991729,1.0
1305991729,1305991732,2.0
1305991732,1305991810,3.0
1305991810,1305991814,1.0
1305991814,1305995508,0.0
1305995508,1305995515,1.0
1305995515,1305995519,2.0
1305995519,1305995576,3.0
1305995576,1305995579,1.0
1305995579,1305995697,0.0
1305995697,1305995700,1.0
1305995700,1305995704,0.0
1305995704,1305995707,2.0
1305995707,1305995724,3.0
1305995724,1305995728,0.0
1305995728,1305995740,1.0
1305995740,1305998341,0.0
1305998341,1305998345,1.0
1305998345,1305998348,0.0
1305998348,1305998352,2.0
1305998352,1305998366,3.0
1305998366,1305998405,0.0
1305998405,1305998412,1.0
1305998412,1306006432,0.0
1306006432,1306006436,1.0
1306006436,1306006439,2.0
1306006439,1306006463,3.0
1306006463,1306006467,0.0
1306006467,1306006470,1.0
1306006470,1306006772,0.0
1306006772,1306006781,1.0
1306006781,1306006787,3.0
1306006787,1306006794,0.0
1306006794,1306006798,1.0
1306006798,1306022400,0.0
