1306195200,1306197591,0.0
1306197591,1306197594,2.0
1306197594,1306197713,3.0
1306197713,1306197753,0.0
1306197753,1306197760,1.0
1306197760,1306202041,0.0
1306202041,1306202044,1.0
1306202044,1306202048,2.0
1306202048,1306202224,3.0
1306202224,1306202228,1.0
1306202228,1306234521,0.0
1306234521,1306234534,1.0
1306234534,1306234597,3.0
1306234597,1306234670,0.0
1306234670,1306234673,1.0
1306234673,1306234885,0.0
1306234885,1306234893,1.0
1306234893,1306234953,3.0
1306234953,1306234990,0.0
1306234990,1306234993,1.0
1306234993,1306235196,0.0
1306235196,1306235199,1.0
1306235199,1306235203,0.0
1306235203,1306235210,3.0
1306235210,1306235240,0.0
1306235240,1306235244,1.0
1306235244,1306236692,0.0
1306236692,1306236696,2.0
1306236696,1306236813,3.0
1306236813,1306236824,0.0
1306236824,1306236827,1.0
1306236827,1306240221,0.0
1306240221,1306240225,1.0
1306240225,1306240233,2.0
1306240233,1306240285,3.0
1306240285,1306240383,0.0
1306240383,1306240386,1.0
1306240386,1306240450,0.0
1306240450,1306240453,1.0
1306240453,1306240457,2.0
1306240457,1306240533,3.0
1306240533,1306240786,0.0
1306240786,1306240789,1.0
1306240789,1306240793,0.0
1306240793,1306240913,3.0
1306240913,1306240952,0.0
1306240952,1306240959,1.0
1306240959,1306266994,0.0
