1304035200,1304037422,0.0
1304037422,1304037426,1.0
1304037426,1304037604,3.0
1304037604,1304038251,0.0
1304038251,1304038254,1.0
1304038254,1304073113,0.0
1304073113,1304073117,1.0
1304073117,1304073177,3.0
1304073177,1304073222,0.0
1304073222,1304073251,1.0
1304073251,1304073255,2.0
1304073255,1304073372,3.0
1304073372,1304073441,0.0
1304073441,1304073484,1.0
1304073484,1304073487,2.0
1304073487,1304073544,3.0
1304073544,1304073585,0.0
1304073585,1304073589,1.0
1304073589,1304073656,0.0
1304073656,1304073660,1.0
1304073660,1304073663,2.0
1304073663,1304073694,3.0
1304073694,1304073698,1.0
1304073698,1304079803,0.0
1304079803,1304079806,1.0
1304079806,1304079815,2.0
1304079815,1304079867,3.0
1304079867,1304079876,1.0
1304079876,1304079971,0.0
1304079971,1304079974,1.0
1304079974,1304079978,0.0
1304079978,1304080057,3.0
1304080057,1304080060,1.0
1304080060,1304080969,0.0
1304080969,1304080972,1.0
1304080972,1304080976,2.0
1304080976,1304081090,3.0
1304081090,1304081128,0.0
1304081128,1304081137,1.0
1304081137,1304121367,0.0
1304121367,1304121370,1.0
1304121370,1304121373,2.0
1304121373,1304121553,3.0
1304121553,1304121600,0.0
