1305763200,1305765170,0.0
1305765170,1305765180,1.0
1305765180,1305765183,2.0
1305765183,1305765288,3.0
1305765288,1305765295,1.0
1305765295,1305765299,0.0
1305765299,1305765416,3.0
1305765416,1305765487,0.0
1305765487,1305765491,1.0
1305765491,1305772821,0.0
1305772821,1305772999,3.0
1305772999,1305773231,0.0
1305773231,1305773238,1.0
1305773238,1305804879,0.0
1305804879,1305804883,1.0
1305804883,1305804886,2.0
1305804886,1305804942,3.0
1305804942,1305804946,0.0
1305804946,1305804949,1.0
1305804949,1305808874,0.0
1305808874,1305808878,1.0
1305808878,1305808881,2.0
1305808881,1305808938,3.0
1305808938,1305808968,0.0
1305808968,1305808975,1.0
1305808975,1305809254,0.0
1305809254,1305809258,1.0
1305809258,1305809261,2.0
1305809261,1305809276,3.0
1305809276,1305809280,1.0
1305809280,1305809283,0.0
1305809283,1305809287,1.0
1305809287,1305810025,0.0
1305810025,1305810028,2.0
1305810028,1305810085,3.0
1305810085,1305811667,0.0
1305811667,1305811752,1.0
1305811752,1305811756,2.0
1305811756,1305811759,0.0
1305811759,1305811849,3.0
1305811849,1305812014,0.0
1305812014,1305812017,1.0
1305812017,1305819742,0.0
1305819742,1305819796,1.0
1305819796,1305844599,0.0
1305844599,1305844602,1.0
1305844602,1305844781,3.0
1305844781,1305845364,0.0
1305845364,1305845377,1.0
1305845377,1305846316,0.0
1305846316,1305846320,1.0
1305846320,1305846381,0.0
1305846381,1305846384,1.0
1305846384,1305846388,2.0
1305846388,1305846445,3.0
1305846445,1305846457,1.0
1305846457,1305849600,0.0
