1305331200,1305338399,0.0
1305338399,1305338402,1.0
1305338402,1305338583,3.0
1305338583,1305338625,1.0
1305338625,1305338804,3.0
1305338804,1305338822,0.0
1305338822,1305338826,1.0
1305338826,1305339032,0.0
1305339032,1305339039,1.0
1305339039,1305339043,2.0
1305339043,1305339161,3.0
1305339161,1305339164,0.0
1305339164,1305339190,1.0
1305339190,1305372510,0.0
1305372510,1305372514,1.0
1305372514,1305372517,2.0
1305372517,1305372573,3.0
1305372573,1305372871,0.0
1305372871,1305372878,1.0
1305372878,1305372882,2.0
1305372882,1305372939,3.0
1305372939,1305372949,0.0
1305372949,1305372953,1.0
1305372953,1305375358,0.0
1305375358,1305375362,2.0
1305375362,1305375418,3.0
1305375418,1305375425,0.0
1305375425,1305375429,1.0
1305375429,1305376149,0.0
1305376149,1305376152,1.0
1305376152,1305376211,3.0
1305376211,1305376379,0.0
1305376379,1305376383,1.0
1305376383,1305377254,0.0
1305377254,1305377257,1.0
1305377257,1305377261,0.0
1305377261,1305377290,3.0
1305377290,1305377319,0.0
1305377319,1305377323,1.0
1305377323,1305377667,0.0
1305377667,1305377674,3.0
1305377674,1305377699,2.0
1305377699,1305377706,3.0
1305377706,1305377726,2.0
1305377726,1305377750,0.0
1305377750,1305377754,1.0
1305377754,1305413017,0.0
1305413017,1305413020,1.0
1305413020,1305413034,0.0
1305413034,1305413037,2.0
1305413037,1305413055,3.0
1305413055,1305413064,2.0
1305413064,1305413086,3.0
1305413086,1305413100,2.0
1305413100,1305413124,3.0
1305413124,1305413131,2.0
1305413131,1305413152,3.0
1305413152,1305413162,2.0
1305413162,1305413185,3.0
1305413185,1305413188,2.0
1305413188,1305413202,0.0
1305413202,1305413213,1.0
1305413213,1305413230,3.0
1305413230,1305413246,2.0
1305413246,1305413260,3.0
1305413260,1305413277,2.0
1305413277,1305413294,3.0
1305413294,1305413311,2.0
1305413311,1305413324,3.0
1305413324,1305413342,2.0
1305413342,1305413364,3.0
1305413364,1305413371,0.0
1305413371,1305413381,1.0
1305413381,1305413385,2.0
1305413385,1305413392,3.0
1305413392,1305413416,2.0
1305413416,1305413425,3.0
1305413425,1305413446,2.0
1305413446,1305413456,3.0
1305413456,1305413466,2.0
1305413466,1305413470,1.0
1305413470,1305414917,0.0
1305414917,1305415105,3.0
1305415105,1305417529,0.0
1305417529,1305417533,1.0
1305417533,1305417600,3.0
