1305590400,1305590408,3.0
1305590408,1305590412,2.0
1305590412,1305590422,3.0
1305590422,1305590431,2.0
1305590431,1305590460,3.0
1305590460,1305590464,2.0
1305590464,1305590525,3.0
1305590525,1305590528,2.0
1305590528,1305590568,3.0
1305590568,1305590639,2.0
1305590639,1305590898,1.0
1305590898,1305591281,0.0
1305591281,1305591285,1.0
1305591285,1305591288,2.0
1305591288,1305591464,3.0
1305591464,1305591467,0.0
1305591467,1305591471,1.0
1305591471,1305591773,0.0
1305591773,1305591776,1.0
1305591776,1305591780,2.0
1305591780,1305591837,3.0
1305591837,1305591854,0.0
1305591854,1305591858,1.0
1305591858,1305592378,0.0
1305592378,1305592385,1.0
1305592385,1305592444,3.0
1305592444,1305592583,0.0
1305592583,1305592595,1.0
1305592595,1305630914,0.0
1305630914,1305630918,1.0
1305630918,1305630976,3.0
1305630976,1305631081,0.0
1305631081,1305631088,1.0
1305631088,1305631092,2.0
1305631092,1305631209,3.0
1305631209,1305631216,0.0
1305631216,1305631250,1.0
1305631250,1305631253,2.0
1305631253,1305631309,3.0
1305631309,1305631328,1.0
1305631328,1305631332,2.0
1305631332,1305631387,3.0
1305631387,1305631395,0.0
1305631395,1305631399,1.0
1305631399,1305632421,0.0
1305632421,1305632430,1.0
1305632430,1305632543,3.0
1305632543,1305632624,0.0
1305632624,1305632627,1.0
1305632627,1305633132,0.0
1305633132,1305633136,2.0
1305633136,1305633139,1.0
1305633139,1305633199,3.0
1305633199,1305633211,1.0
1305633211,1305646778,0.0
1305646778,1305646784,1.0
1305646784,1305646788,2.0
1305646788,1305646845,3.0
1305646845,1305646859,0.0
1305646859,1305646866,1.0
1305646866,1305673762,0.0
1305673762,1305673771,1.0
1305673771,1305673831,3.0
1305673831,1305673834,0.0
1305673834,1305673838,1.0
1305673838,1305674807,0.0
1305674807,1305674825,3.0
1305674825,1305674829,0.0
1305674829,1305674839,1.0
1305674839,1305674851,0.0
1305674851,1305674866,3.0
1305674866,1305676800,0.0
